food_name,cal_per_100g,protein_per_100g,fat_per_100g,carbs_per_100g,sugar_per_100g,fiber_per_100g,sodium_per_100g,satfat_per_100g,matched
champagne vinegar,88.0,0.49,0.0,17.0,15.0,0.0,23.0,0.0,yes
champagne vinegar or white wine vinegar,19.0,0.04,0.0,0.27,0.0,0.0,8.0,0.0,yes
chard,19.0,1.8,0.2,3.74,1.1,1.6,213.0,0.03,yes
chardonnay or white wine vinegar,19.0,0.04,0.0,0.27,0.0,0.0,8.0,0.0,yes
cheddar cheese,408.0,23.3,34.0,2.44,0.0,0.0,654.0,19.2,yes
cheese,295.0,7.1,28.6,3.5,3.5,0.0,436.0,18.0,yes
cheese croutons,407.0,11.9,6.6,73.5,0.0,5.1,698.0,1.51,yes
cheese filling and pasta,307.0,13.5,7.23,47.0,0.95,1.9,406.0,3.6,yes
chermoula sauce,438.0,7.68,18.3,60.5,10.3,1.0,3200.0,8.44,yes
cherry fruit spread,51.0,0.0,0.0,14.1,10.6,1.1,1.0,0.0,yes
cherry or grape tomatoes,21.0,0.0,0.0,5.14,1.52,0.0,10.0,0.0,yes
cherry pepper,63.0,1.06,0.2,16.0,12.8,2.1,0.0,0.038,yes
cherry tomato,302.0,12.9,0.44,74.7,43.9,16.5,134.0,0.062,yes
cherry tomatoes,302.0,12.9,0.44,74.7,43.9,16.5,134.0,0.062,yes
chervil,237.0,23.2,3.9,49.1,0.0,11.3,83.0,0.169,yes
chervil leaves,237.0,23.2,3.9,49.1,0.0,11.3,83.0,0.169,yes
chestnut mushrooms,363.0,6.82,1.81,79.8,0.0,0.0,5.0,0.266,yes
chewy white bread,238.0,10.7,2.15,43.9,5.0,9.2,478.0,0.63,yes
chia seeds,486.0,16.5,30.7,42.1,0.0,34.4,16.0,3.33,yes
chicken,158.0,18.0,17.6,4.05,0.47,0.3,722.0,3.23,yes
chicken and brine,430.0,39.9,30.0,0.0,0.0,0.0,693.0,6.97,yes
chicken andouille sausages,259.0,17.6,19.4,3.6,0.0,0.0,1540.0,8.01,yes
chicken breast,263.0,14.7,15.8,15.0,0.37,1.1,536.0,3.26,yes
chicken breast tenders,263.0,14.7,15.8,15.0,0.37,1.1,536.0,3.26,yes
chicken breasts,263.0,14.7,15.8,15.0,0.37,1.1,536.0,3.26,yes
chicken breasts or thighs,440.0,9.58,44.2,0.79,0.0,0.0,51.0,12.1,yes
chicken breastshalves,158.0,18.0,17.6,4.05,0.47,0.3,722.0,3.23,yes
chicken breaststenders,158.0,18.0,17.6,4.05,0.47,0.3,722.0,3.23,yes
chicken breasttenders,158.0,18.0,17.6,4.05,0.47,0.3,722.0,3.23,yes
chicken broth,185.0,25.3,8.1,0.9,0.0,0.0,482.0,2.25,yes
chicken drumsticks,440.0,9.58,44.2,0.79,0.0,0.0,51.0,12.1,yes
chicken legs,214.0,16.4,16.0,0.17,0.0,0.0,84.0,4.37,yes
chicken livers,201.0,13.4,13.1,6.55,0.0,0.0,386.0,4.0,yes
chicken or vegetable broth,6.0,0.23,0.07,1.02,0.57,0.0,303.0,0.031,yes
chicken stock,36.0,2.52,1.2,3.53,1.58,0.0,143.0,0.321,yes
chicken stock hot,36.0,2.52,1.2,3.53,1.58,0.0,143.0,0.321,yes
chicken stock or water,36.0,2.52,1.2,3.53,1.58,0.0,143.0,0.321,yes
chicken stockor reduced-sodium broth,7.0,1.36,0.0,0.38,0.22,0.0,231.0,0.0,yes
chicken thigh,440.0,9.58,44.2,0.79,0.0,0.0,51.0,12.1,yes
chicken thighs,440.0,9.58,44.2,0.79,0.0,0.0,51.0,12.1,yes
chicken thighs or breasts,440.0,9.58,44.2,0.79,0.0,0.0,51.0,12.1,yes
chicken thighsmeat,158.0,18.0,17.6,4.05,0.47,0.3,722.0,3.23,yes
chicken wings,211.0,19.7,12.7,3.34,2.04,0.6,615.0,3.32,yes
chickenleg quarters,244.0,14.1,11.6,22.2,5.13,1.6,427.0,4.01,yes
chickpea flour,387.0,22.4,6.69,57.8,10.8,10.8,64.0,0.693,yes
chickpeas,387.0,22.4,6.69,57.8,10.8,10.8,64.0,0.693,yes
chicky seitan cutlets,107.0,22.1,2.07,0.0,0.0,0.0,86.0,0.805,yes
chile oil or chile crisp,324.0,10.6,5.81,69.9,41.1,28.7,91.0,0.813,yes
chile oil or toasted sesame oil,884.0,0.0,100.0,0.0,0.0,0.0,0.0,14.2,yes
chile paste,458.0,9.0,27.7,47.8,36.2,4.8,9.0,2.63,yes
chile paste with garlic,458.0,9.0,27.7,47.8,36.2,4.8,9.0,2.63,yes
chile paste with garlic or crushed red pepper,324.0,10.6,5.81,69.9,41.1,28.7,91.0,0.813,yes
chile powder,250.0,3.69,0.47,79.6,0.0,44.5,10.0,0.244,yes
chile sauce,324.0,10.6,5.81,69.9,41.1,28.7,91.0,0.813,yes
chile vinegar,88.0,0.49,0.0,17.0,15.0,0.0,23.0,0.0,yes
chile-garlic paste,458.0,9.0,27.7,47.8,36.2,4.8,9.0,2.63,yes
chili flakes,349.0,8.95,0.46,83.3,37.4,9.2,21.0,0.078,yes
chili garlic sauce,92.0,2.5,0.3,19.8,13.3,2.4,1340.0,0.045,yes
chili oil,157.0,12.6,9.79,4.57,2.27,1.4,381.0,4.15,yes
chili paste,458.0,9.0,27.7,47.8,36.2,4.8,9.0,2.63,yes
chili paste with garlic,458.0,9.0,27.7,47.8,36.2,4.8,9.0,2.63,yes
chili pepper,21.0,0.72,0.27,4.6,0.0,1.7,397.0,0.028,yes
chili pepper flakes,21.0,0.72,0.27,4.6,0.0,1.7,397.0,0.028,yes
chili powder,282.0,13.5,14.3,49.7,7.19,34.8,2870.0,2.46,yes
chili powder or jalape o pepper,282.0,13.5,14.3,49.7,7.19,34.8,2870.0,2.46,yes
chili seasoning,335.0,10.8,7.3,56.6,8.67,10.8,4620.0,0.0,yes
chili-garlic sauce,92.0,2.5,0.3,19.8,13.3,2.4,1340.0,0.045,yes
chilled butter,49.0,0.68,0.12,11.5,8.31,0.3,2.0,0.014,yes
chilled butter or margarine,727.0,0.31,80.3,0.77,0.0,0.0,719.0,14.2,yes
chilled club soda,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,yes
chilled dry sparkling wine,152.0,0.2,0.0,11.7,1.09,0.0,9.0,0.0,yes
chilled lard,902.0,0.0,100.0,0.0,0.0,0.0,0.0,39.2,yes
chilled lemon juice,49.0,0.68,0.12,11.5,8.31,0.3,2.0,0.014,yes
chilled margarine,727.0,0.31,80.3,0.77,0.0,0.0,719.0,14.2,yes
chilled pineapple juice,49.0,0.68,0.12,11.5,8.31,0.3,2.0,0.014,yes
chilled prosecco,49.0,0.68,0.12,11.5,8.31,0.3,2.0,0.014,yes
chilled prosecco or other sparkling wine,19.0,0.04,0.0,0.27,0.0,0.0,8.0,0.0,yes
chilled shortening,884.0,0.0,100.0,0.0,0.0,0.0,0.0,18.4,yes
chilled tonic water,34.0,0.0,0.0,8.8,8.8,0.0,12.0,0.0,yes
chilled unsalted butter,345.0,8.2,3.1,71.0,0.25,1.7,252.0,0.695,yes
chilled vodka,231.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,yes
chilli flakes,349.0,8.95,0.46,83.3,37.4,9.2,21.0,0.078,yes
chilli powder,250.0,3.69,0.47,79.6,0.0,44.5,10.0,0.244,yes
chinese,22.0,1.14,0.72,3.81,0.84,2.5,7.0,0.11,yes
chinese black vinegar or balsamic vinegar,88.0,0.49,0.0,17.0,15.0,0.0,23.0,0.0,yes
chinese black vinegar or worcestershire sauce,77.0,0.0,0.0,19.2,10.0,0.0,1300.0,0.0,yes
chinese chili oil or other brand you may have,69.0,15.3,0.41,0.0,0.0,0.0,303.0,0.085,yes
chinese cooking wine or sub dry white wine,50.0,0.5,0.0,6.3,1.55,0.0,626.0,0.0,yes
chinese dried red chili,363.0,6.82,1.81,79.8,0.0,0.0,5.0,0.266,yes
chinese egg noodles,471.0,10.9,21.2,63.6,0.0,6.7,866.0,6.74,yes
chinese eggplants,49.0,0.9,0.7,9.77,4.8,2.5,1670.0,0.14,yes
chinese five-spice powder,282.0,13.5,14.3,49.7,7.19,34.8,2870.0,2.46,yes
chinese noodles,471.0,10.9,21.2,63.6,0.0,6.7,866.0,6.74,yes
chinese noodles or dried linguine,471.0,10.9,21.2,63.6,0.0,6.7,866.0,6.74,yes
chinese rice cooking wine or dry sherry,22.0,1.14,0.72,3.81,0.84,2.5,7.0,0.11,yes
chinese rice wine or dry sherry,152.0,0.2,0.0,11.7,1.09,0.0,9.0,0.0,yes
chinese-style hot mustard,39.0,2.58,1.21,4.35,0.42,0.5,376.0,0.229,yes
chinkiang or rice wine vinegar,19.0,0.04,0.0,0.27,0.0,0.0,8.0,0.0,yes
chipotle chile,324.0,10.6,5.81,69.9,41.1,28.7,91.0,0.813,yes
chipotle chile in adobo sauce,324.0,10.6,5.81,69.9,41.1,28.7,91.0,0.813,yes
chipotle chile in adobo sauces,324.0,10.6,5.81,69.9,41.1,28.7,91.0,0.813,yes
chipotle chile pepper,324.0,10.6,5.81,69.9,41.1,28.7,91.0,0.813,yes
chipotle chile peppers,324.0,10.6,5.81,69.9,41.1,28.7,91.0,0.813,yes
chipotle chile powder,250.0,3.69,0.47,79.6,0.0,44.5,10.0,0.244,yes
chipotle chiles,324.0,10.6,5.81,69.9,41.1,28.7,91.0,0.813,yes
chipotle chiles in adobo sauce,324.0,10.6,5.81,69.9,41.1,28.7,91.0,0.813,yes
chipotle chili powder,282.0,13.5,14.3,49.7,7.19,34.8,2870.0,2.46,yes
chipotle chilies in adobo and the sauce clinging to them,92.0,2.5,0.3,19.8,13.3,2.4,1340.0,0.045,yes
chipotle peppers,27.0,1.66,0.45,5.35,1.95,3.4,13.0,0.048,yes
chipotle peppers in adobo sauces,11.0,0.51,0.37,1.75,1.26,0.3,2640.0,0.052,yes
chipotle powder,250.0,3.69,0.47,79.6,0.0,44.5,10.0,0.244,yes
chipotle seasoning,465.0,10.8,18.3,63.5,4.41,5.0,1330.0,5.25,yes
chipotle-poblano ketchup,101.0,1.04,0.1,27.4,21.3,0.3,907.0,0.014,yes
chipotles chiles,324.0,10.6,5.81,69.9,41.1,28.7,91.0,0.813,yes
chipotles in adobo sauce,438.0,7.68,18.3,60.5,10.3,1.0,3200.0,8.44,yes
chives,30.0,3.27,0.73,4.35,1.85,2.5,3.0,0.146,yes
chives and parsley leaves,36.0,2.97,0.79,6.33,0.85,3.3,56.0,0.132,yes
chives or red onion,30.0,3.27,0.73,4.35,1.85,2.5,3.0,0.146,yes
chocolate,279.0,2.1,1.13,65.1,49.6,2.6,72.0,0.519,yes
chocolate chips,497.0,4.6,25.2,66.1,0.0,0.0,290.0,8.32,yes
chocolate cupcakes,279.0,2.1,1.13,65.1,49.6,2.6,72.0,0.519,yes
chocolate extract,288.0,0.06,0.06,12.6,12.6,0.0,9.0,0.01,yes
chocolate graham cracker crumbs,500.0,4.0,25.8,66.8,37.3,2.2,265.0,17.2,yes
chocolate sprinkles,279.0,2.1,1.13,65.1,49.6,2.6,72.0,0.519,yes
chocolate syrup,279.0,2.1,1.13,65.1,49.6,2.6,72.0,0.519,yes
chocolate wafers,433.0,6.6,14.2,72.7,37.4,3.4,580.0,4.24,yes
chocolate-hazelnut spread,539.0,5.41,29.7,62.4,54.0,5.4,41.0,28.4,yes
chops,239.0,16.1,18.8,0.26,0.0,0.0,1280.0,6.29,yes
chorizo,296.0,13.6,25.1,3.78,0.0,0.0,788.0,8.6,yes
chow mein noodles,471.0,10.9,21.2,63.6,0.0,6.7,866.0,6.74,yes
chrysanthemum greens,20.0,1.64,0.09,4.31,2.01,2.3,53.0,0.022,yes
chrysanthemum leaves,20.0,1.64,0.09,4.31,2.01,2.3,53.0,0.022,yes
chuck roast,216.0,24.6,12.3,0.0,0.0,0.0,71.0,4.28,yes
chunky peanut butter,593.0,26.1,51.5,17.7,10.9,5.7,366.0,7.97,yes
ciabatta bread,408.0,10.4,20.8,44.8,2.08,2.1,750.0,6.25,yes
ciabatta rolls,277.0,8.6,4.3,50.2,0.31,3.2,574.0,0.962,yes
ciabatta sandwich rolls,277.0,8.6,4.3,50.2,0.31,3.2,574.0,0.962,yes
cider vinegar,21.0,0.0,0.0,0.93,0.4,0.0,5.0,0.0,yes
cilantro,23.0,2.13,0.52,3.67,0.87,2.8,46.0,0.014,yes
cilantro and or parsley,36.0,2.97,0.79,6.33,0.85,3.3,56.0,0.132,yes
cilantro leaves,23.0,2.13,0.52,3.67,0.87,2.8,46.0,0.014,yes
cilantro leaves and stems,23.0,2.13,0.52,3.67,0.87,2.8,46.0,0.014,yes
cilantro leaves and tender stems,23.0,2.13,0.52,3.67,0.87,2.8,46.0,0.014,yes
cilantro or basil,23.0,2.13,0.52,3.67,0.87,2.8,46.0,0.014,yes
cilantro or parsley,36.0,2.97,0.79,6.33,0.85,3.3,56.0,0.132,yes
cilantro plus leaves,23.0,2.13,0.52,3.67,0.87,2.8,46.0,0.014,yes
cilantro sprigs,23.0,2.13,0.52,3.67,0.87,2.8,46.0,0.014,yes
cilantro stems,23.0,2.13,0.52,3.67,0.87,2.8,46.0,0.014,yes
cinnamon,253.0,7.05,5.29,44.4,14.1,3.5,388.0,0.0,yes
cinnamon apples,240.0,7.91,1.8,48.1,14.8,2.6,299.0,0.54,yes
cinnamon for garnish,253.0,7.05,5.29,44.4,14.1,3.5,388.0,0.0,yes
cinnamon powder,250.0,3.69,0.47,79.6,0.0,44.5,10.0,0.244,yes
cinnamon sticks,316.0,14.9,18.4,22.9,2.8,2.1,838.0,6.73,yes
cinnamon sugar,358.0,10.3,5.64,72.2,17.8,9.7,535.0,1.03,yes
cinnamon-sugar filling,531.0,3.57,28.6,66.3,0.0,14.3,71.0,4.26,yes
cinnamondecorator candies,462.0,6.19,21.2,63.8,56.9,1.2,122.0,12.7,yes
cinnamonhard candies,462.0,6.19,21.2,63.8,56.9,1.2,122.0,12.7,yes
cipollini onions,40.0,1.1,0.1,9.34,4.24,1.7,4.0,0.042,yes
citron vodka,231.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,yes
clam juice,48.0,0.6,0.2,11.0,3.31,0.4,362.0,0.0,yes
classic bread crumbs,395.0,13.4,5.3,72.0,6.2,4.5,732.0,1.2,yes
clean tea towel,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,yes
cleaned whole red snapper,100.0,20.5,1.34,0.0,0.0,0.0,64.0,0.285,yes
clementine juice or orange juice,45.0,0.6,0.3,10.2,8.26,0.1,0.0,0.035,yes
cloes garlic,149.0,6.36,0.5,33.1,1.0,2.1,17.0,0.089,yes
clove garlic,274.0,5.97,13.0,65.5,2.38,33.9,277.0,3.95,yes
clove garlic or grated,274.0,5.97,13.0,65.5,2.38,33.9,277.0,3.95,yes
clove of garlic,274.0,5.97,13.0,65.5,2.38,33.9,277.0,3.95,yes
clove white garlic cloves,274.0,5.97,13.0,65.5,2.38,33.9,277.0,3.95,yes
cloves,274.0,5.97,13.0,65.5,2.38,33.9,277.0,3.95,yes
cloves black garlic,274.0,5.97,13.0,65.5,2.38,33.9,277.0,3.95,yes
cloves black garlic cloves,274.0,5.97,13.0,65.5,2.38,33.9,277.0,3.95,yes
cloves clove garlic,274.0,5.97,13.0,65.5,2.38,33.9,277.0,3.95,yes
cloves garlic,274.0,5.97,13.0,65.5,2.38,33.9,277.0,3.95,yes
cloves garlic-,274.0,5.97,13.0,65.5,2.38,33.9,277.0,3.95,yes
cloves mashed and black garlic,274.0,5.97,13.0,65.5,2.38,33.9,277.0,3.95,yes
cloves of garlic,274.0,5.97,13.0,65.5,2.38,33.9,277.0,3.95,yes
cloves of garlicchopped,274.0,5.97,13.0,65.5,2.38,33.9,277.0,3.95,yes
cloves pickled garlic,274.0,5.97,13.0,65.5,2.38,33.9,277.0,3.95,yes
club soda,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,yes
clump of parsley,36.0,2.97,0.79,6.33,0.85,3.3,56.0,0.132,yes
cm piece of cucumbers,10.0,0.59,0.16,2.16,1.38,0.7,2.0,0.078,yes
cm pieces of ginger,80.0,1.82,0.75,17.8,1.7,2.0,13.0,0.203,yes
coarse bulgur,83.0,3.08,0.24,18.6,0.1,4.5,5.0,0.042,yes
coarse graham cracker crumbs,424.0,6.99,10.0,76.2,23.0,3.4,659.0,1.56,yes
coarse kosher salt,12.0,0.5,0.3,2.41,1.07,1.0,809.0,0.079,yes
coarse salt,717.0,0.85,81.1,0.06,0.06,0.0,643.0,51.4,yes
coarse saltine crumbs or store-bought crackerscrumbs or homemade cracker crumbs,395.0,13.4,5.3,72.0,6.2,4.5,732.0,1.2,yes
coarse sea salt,717.0,0.85,81.1,0.06,0.06,0.0,643.0,51.4,yes
coarse sugar,380.0,0.12,0.0,98.1,97.0,0.0,28.0,0.0,yes
coarse sugar or turbinado sugar,380.0,0.12,0.0,98.1,97.0,0.0,28.0,0.0,yes
coarse truffle salt,327.0,11.2,28.5,6.3,0.0,0.0,807.0,10.1,yes
coarse- cornmeal,398.0,10.4,5.44,76.9,1.81,8.7,7.0,0.886,yes
coarse-grain sugar,338.0,10.3,1.63,75.9,0.98,15.1,2.0,0.197,yes
coarsely baby spinach,172.0,7.89,13.0,5.9,1.85,0.7,566.0,6.09,yes
coarsely black pepper,251.0,10.4,3.26,64.0,0.64,25.3,20.0,1.39,yes
coarsely broken peanut brittle,486.0,7.57,19.0,71.2,51.3,2.5,445.0,4.14,yes
coarsely carrots,341.0,8.1,1.49,79.6,38.8,23.6,275.0,0.256,yes
coarsely celery,14.0,0.69,0.17,2.97,1.34,1.6,80.0,0.042,yes
coarsely celery leaves,23.0,2.46,0.33,4.02,0.0,0.0,20.0,0.091,yes
coarsely chives,30.0,3.27,0.73,4.35,1.85,2.5,3.0,0.146,yes
coarsely chuck roast,216.0,24.6,12.3,0.0,0.0,0.0,71.0,4.28,yes
coarsely cilantro,23.0,2.13,0.52,3.67,0.87,2.8,46.0,0.014,yes
coarsely cilantro leaves,23.0,2.13,0.52,3.67,0.87,2.8,46.0,0.014,yes
coarsely cilantro leaves with tender stems,23.0,2.13,0.52,3.67,0.87,2.8,46.0,0.014,yes
coarsely cilantroleaves and tender stems,297.0,19.6,16.2,18.0,0.36,1.0,740.0,2.85,yes
coarsely cracked black peppercorns,260.0,8.7,3.9,49.5,0.0,5.5,538.0,0.916,yes
coarsely cucumber,10.0,0.59,0.16,2.16,1.38,0.7,2.0,0.078,yes
coarsely cucumbers,10.0,0.59,0.16,2.16,1.38,0.7,2.0,0.078,yes
coarsely dried apricots,241.0,3.39,0.51,62.6,53.4,7.3,10.0,0.017,yes
coarsely flat-leaf parsley,36.0,2.97,0.79,6.33,0.85,3.3,56.0,0.132,yes
coarsely grated carrots,420.0,28.4,27.8,13.9,0.07,0.0,1800.0,15.4,yes
coarsely green onion,27.0,0.97,0.47,5.74,3.91,1.8,15.0,0.165,yes
coarsely lacinato kale,35.0,2.92,1.49,4.42,0.99,4.1,53.0,0.178,yes
coarsely leeks,61.0,1.5,0.3,14.2,3.9,1.8,20.0,0.04,yes
coarsely mashed frozen green peas,78.0,5.15,0.27,14.3,4.4,4.5,323.0,0.049,yes
coarsely mint leaves,23.0,2.46,0.33,4.02,0.0,0.0,20.0,0.091,yes
coarsely nectarines,44.0,1.06,0.32,10.6,7.89,1.7,0.0,0.025,yes
coarsely onion,40.0,1.1,0.1,9.34,4.24,1.7,4.0,0.042,yes
coarsely onions,40.0,1.1,0.1,9.34,4.24,1.7,4.0,0.042,yes
coarsely parsley,36.0,2.97,0.79,6.33,0.85,3.3,56.0,0.132,yes
coarsely parsnips,75.0,1.2,0.3,18.0,4.8,4.9,10.0,0.05,yes
coarsely pecans,691.0,9.17,72.0,13.9,3.97,9.6,0.0,6.18,yes
coarsely pepper,27.0,1.66,0.45,5.35,1.95,3.4,13.0,0.048,yes
coarsely pitted green olives,130.0,1.15,12.9,4.96,0.0,4.0,1620.0,2.3,yes
coarsely pitted kalamata olives,83.0,0.73,0.21,21.1,16.2,2.3,3.0,0.041,yes
coarsely pitted picholine olives,83.0,0.73,0.21,21.1,16.2,2.3,3.0,0.041,yes
coarsely salted peanuts,589.0,24.1,49.9,21.6,8.41,8.0,486.0,7.61,yes
coarsely savoy cabbage,27.0,2.0,0.1,6.1,2.27,3.1,28.0,0.013,yes
coarsely shallot,72.0,2.5,0.1,16.8,7.87,3.2,12.0,0.017,yes
coarsely shiitake mushroom caps,296.0,9.58,0.99,75.4,2.21,11.5,13.0,0.225,yes
coarsely shredded zucchini,21.0,2.71,0.4,3.11,0.0,1.1,3.0,0.083,yes
coarsely spinach,172.0,7.89,13.0,5.9,1.85,0.7,566.0,6.09,yes
coarsely sweet onion,155.0,10.9,2.37,22.5,6.06,1.2,305.0,0.505,yes
coarsely sweet potatoes,42.0,2.49,0.51,8.82,0.0,5.3,6.0,0.111,yes
coarsely turnip,21.0,2.46,0.19,3.39,0.0,2.4,18.0,0.032,yes
coarsely turnip greens or kale,21.0,2.46,0.19,3.39,0.0,2.4,18.0,0.032,yes
coarsely unsalted,345.0,8.2,3.1,71.0,0.25,1.7,252.0,0.695,yes
coarsely unsalted roasted cashews,574.0,15.3,46.4,32.7,5.01,3.0,640.0,9.16,yes
coarsely vidalia or other sweet onion,155.0,10.9,2.37,22.5,6.06,1.2,305.0,0.505,yes
coarsely walnut halves,884.0,0.0,100.0,0.0,0.0,0.0,0.0,9.1,yes
coarsely walnuts,884.0,0.0,100.0,0.0,0.0,0.0,0.0,9.1,yes
coarsely yellow onion,123.0,0.95,10.8,7.86,0.0,1.7,12.0,1.48,yes
coarsely yellow peaches,39.0,0.91,0.25,9.54,8.39,1.5,0.0,0.019,yes
coarsely yellow squash,24.0,0.81,0.2,5.73,3.24,0.9,5.0,0.02,yes
cocktail sauce,128.0,1.36,1.05,28.2,11.8,1.8,1260.0,0.0,yes
cocktail tomatoes,54.0,0.0,0.1,13.5,11.9,0.0,2.0,0.009,yes
cocoa nibs,347.0,2.3,2.64,79.4,51.4,0.6,195.0,0.54,yes
cocoa nibs or toasted black or white sesame seeds,565.0,17.0,48.0,25.7,0.0,14.0,11.0,6.72,yes
cocoa powder,398.0,6.67,4.0,83.7,65.6,3.7,504.0,2.38,yes
coconut aminos,892.0,0.0,99.1,0.0,0.0,0.0,0.0,82.5,yes
coconut aminos or gluten free tamari sauce,60.0,10.5,0.1,5.57,1.7,0.8,5590.0,0.011,yes
coconut aminos or tamari sauce,60.0,10.5,0.1,5.57,1.7,0.8,5590.0,0.011,yes
coconut butter,892.0,0.0,99.1,0.0,0.0,0.0,0.0,82.5,yes
coconut cream,357.0,1.17,16.3,53.2,51.5,0.2,36.0,15.5,yes
coconut cream or non-dairy vanilla yogurt,78.0,2.94,0.0,17.0,5.88,0.0,47.0,0.0,yes
coconut crystals or honey,304.0,0.3,0.0,82.4,82.1,0.2,4.0,0.0,yes
coconut extract,288.0,0.06,0.06,12.6,12.6,0.0,9.0,0.01,yes
coconut flakes,443.0,3.35,31.7,40.9,0.0,4.5,20.0,28.1,yes
coconut flour,357.0,0.3,0.1,88.2,0.0,3.4,2.0,0.019,yes
coconut flour or cake flour,362.0,8.2,0.86,78.0,0.31,1.7,2.0,0.127,yes
coconut flouror all-purpose flour,364.0,10.3,0.98,76.3,0.27,2.7,2.0,0.155,yes
coconut milk,31.0,0.21,2.08,2.92,2.5,0.0,19.0,2.08,yes
coconut oil,892.0,0.0,99.1,0.0,0.0,0.0,0.0,82.5,yes
coconut oil or ghee,892.0,0.0,99.1,0.0,0.0,0.0,0.0,82.5,yes
coconut oil or nonstick cooking spray,792.0,0.26,78.7,20.7,0.0,0.0,59.0,5.02,yes
coconut oil or peanut oil,892.0,0.0,99.1,0.0,0.0,0.0,0.0,82.5,yes
coconut or vegetable oil helps smooth out the chocolate,892.0,0.0,99.1,0.0,0.0,0.0,0.0,82.5,yes
coconut palm sugar or brown sugar,380.0,0.12,0.0,98.1,97.0,0.0,28.0,0.0,yes
coconut sugar,179.0,2.02,6.34,28.5,18.8,1.1,319.0,3.53,yes
coconut water,19.0,0.72,0.2,3.71,2.61,1.1,105.0,0.176,yes
coconut whip,880.0,0.0,99.5,0.0,0.0,0.0,7.0,93.5,yes
coconut-buckwheat granola,343.0,13.2,3.4,71.5,0.0,10.0,1.0,0.741,yes
cod fillets,902.0,0.0,100.0,0.0,0.0,0.0,0.0,22.6,yes
cod or halibut fillets,186.0,14.4,13.8,0.0,0.0,0.0,80.0,2.42,yes
cod or other thick whitefish fillets,371.0,62.4,13.4,0.0,0.0,0.0,200.0,2.85,yes
coffee,62.0,2.06,1.44,10.3,9.47,0.0,41.0,0.206,yes
coffee and chili rubbed rib-eye steak,241.0,18.7,18.4,0.2,0.0,0.0,51.0,8.07,yes
coffee stout beer,29.0,0.24,0.0,1.64,0.09,0.0,4.0,0.0,yes
coffee-flavored liqueur,336.0,0.1,0.3,46.8,38.3,0.0,8.0,0.106,yes
cointreau or orange juice,45.0,0.6,0.3,10.2,8.26,0.1,0.0,0.035,yes
cola,37.0,0.07,0.02,9.56,8.97,0.0,4.0,0.0,yes
cold,884.0,0.11,100.0,0.0,0.0,0.0,0.0,8.98,yes
cold beer,29.0,0.24,0.0,1.64,0.09,0.0,4.0,0.0,yes
cold brew concentrate,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,yes
cold butter,884.0,0.11,100.0,0.0,0.0,0.0,0.0,8.98,yes
cold butter or margarine,727.0,0.31,80.3,0.77,0.0,0.0,719.0,14.2,yes
cold buttermilk,387.0,34.3,5.78,49.0,49.0,0.0,517.0,3.6,yes
cold cream cheese,331.0,19.7,24.5,8.32,0.0,0.0,966.0,15.4,yes
cold smoked salmon,117.0,18.3,4.32,0.0,0.0,0.0,672.0,0.929,yes
cold unsalted butter,345.0,8.2,3.1,71.0,0.25,1.7,252.0,0.695,yes
cold vegetable shortening,884.0,0.0,100.0,0.0,0.0,0.0,4.0,25.0,yes
cold water,884.0,0.11,100.0,0.0,0.0,0.0,0.0,8.98,yes
cold white rice,366.0,5.95,1.42,80.1,0.12,2.4,0.0,0.386,yes
cold-brew coffeeconcentrate,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,yes
cold-smoked salmon,117.0,18.3,4.32,0.0,0.0,0.0,672.0,0.929,yes
collard greens,32.0,3.02,0.61,5.42,0.46,4.0,17.0,0.055,yes
colman s mustard powder plus water mixwell,512.0,11.3,26.1,57.0,57.0,0.0,138.0,10.9,yes
colossal shrimp,81.0,0.97,6.87,5.61,0.0,2.5,735.0,0.909,yes
combine onion and lemon juice in bowl and let sit for minutes stir in honey,22.0,0.35,0.24,6.9,2.52,0.3,1.0,0.04,yes
compound herb butter,1.0,0.0,0.0,0.2,0.0,0.0,1.0,0.002,yes
confectioner s sugar,539.0,2.2,29.0,67.1,67.1,0.0,89.0,24.1,yes
confectioners sugar,539.0,2.2,29.0,67.1,67.1,0.0,89.0,24.1,yes
confectioners sugar for dusting,539.0,2.2,29.0,67.1,67.1,0.0,89.0,24.1,yes
confectioners sugar or cocoa powder,377.0,15.5,3.0,71.9,37.6,7.5,876.0,1.78,yes
container baby spinach,41.0,0.0,0.1,10.4,0.0,0.0,10.0,0.07,yes
container container applesauce,41.0,0.0,0.1,10.4,0.0,0.0,10.0,0.07,yes
container container baby spinach,41.0,0.0,0.1,10.4,0.0,0.0,10.0,0.07,yes
container container frozen fat-free whipped topping,224.0,3.0,13.1,23.6,23.6,0.0,72.0,11.3,yes
container container light sour cream,41.0,0.0,0.1,10.4,0.0,0.0,10.0,0.07,yes
container container nonfat ricotta cheese,41.0,0.0,0.1,10.4,0.0,0.0,10.0,0.07,yes
